System Name,Model Name,Serial Number,Cabinet Name,System Port Name,Switch Name,Switch Cabinet Name,Switch Port Name,Logical Net Group,Port Speed
itcfepcz1a,X2-8,,hzl-b1_01 cf022 (HZL-Z1-C4),EM2.1 port 2,HZL-COLO-PRODTDNAGG3-SWA5,hzl-b1_01 cf024 (HZL-Z1-C2),E1/14,ETG,10Gb
itcfepcz1a,X2-8,,hzl-b1_01 cf022 (HZL-Z1-C4),EM2.0 port 2,HZL-COLO-PRODTDNAGG3-SWA6,HZL-Z1-C3,E1/14,ETG,10Gb
itcfepcz1a,X2-8,,hzl-b1_01 cf022 (HZL-Z1-C4),EM2.1 port 1,HZL-COLO-PRODTDNDH3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/13,PRODHYPER,10Gb
itcfepcz1a,X2-8,,hzl-b1_01 cf022 (HZL-Z1-C4),EM1.0 port 1,HZL-COLO-PRODTDNDH3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/13,PRODHYPER,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM3.0 port 1,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/33,GTDL,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM0.1 port 1,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/34,LOG,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM2.0 port 2,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/33,GTDL,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM2.0 port 1,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/34,LOG,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM0.0 port 1,HZL-COLO-PRODTDNAGG3-SWA5,hzl-b1_01 cf024 (HZL-Z1-C2),E1/15,ARBI10,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM2.1 port 1,HZL-COLO-PRODTDNAGG3-SWA5,hzl-b1_01 cf024 (HZL-Z1-C2),E1/16,ETG,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM2.1 port 2,HZL-COLO-PRODTDNAGG3-SWA6,HZL-Z1-C3,E1/16,ETG,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM1.0 port 1,HZL-COLO-PRODTDNDH3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/14,PRODHYPER,10Gb
itcfepcz1b,X2-8,,HZL-Z1-C1,EM0.0 port 2,HZL-COLO-PRODTDNDH3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/14,PRODHYPER,10Gb
jetsonz1,X3-2L,,HZL-Z1-A2,Slot 3 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/10,WEBHYPER,10Gb
jetsonz1,X3-2L,,HZL-Z1-A2,Slot 3 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/10,WEBHYPER,10Gb
marketz1,X4-8,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 10 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/07,TKR,10Gb
marketz1,X4-8,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 8 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/07,TKR,10Gb
marketz1,X4-8,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 8 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/12,PROD,10Gb
marketz1,X4-8,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 10 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/12,PROD,10Gb
monetz1,T5-2,,HZL-Z1-A2,Slot 3 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/11,PRODHYPER,10Gb
monetz1,T5-2,,HZL-Z1-A2,Slot 3 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/11,PRODHYPER,10Gb
mountainz1,X3-2L,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 5 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/12,PROD,10Gb
mountainz1,X3-2L,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 5 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/12,PROD,10Gb
netsrvz1,X4-2L,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 3 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/13,PRODPDNHYPER,10Gb
netsrvz1,X4-2L,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 3 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/13,PRODPDNHYPER,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 8 port 2,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/35,TPFUN,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 10 port 2,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/35,TPFUN,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 4 port 1,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/08,FUNDIST,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 4 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/09,TKR,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 6 port 1,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/08,FUNDIST,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 6 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/09,TKR,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 8 port 1,HZL-COLO-PRODTDNDH3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/15,PRODHYPER,10Gb
pfunz1,X5-8,,HZL-Z1-C1,Slot 10 port 1,HZL-COLO-PRODTDNDH3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/15,PRODHYPER,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 8 port 2,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/36,TPFUN,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 10 port 2,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/36,TPFUN,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 4 port 1,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/10,FUNDIST,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 4 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/11,TKR,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 6 port 1,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/10,FUNDIST,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 6 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/11,TKR,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 8 port 1,HZL-COLO-PRODTDNDH3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/16,PRODHYPER,10Gb
pfunz3,X5-8,,HZL-Z1-C3,Slot 10 port 1,HZL-COLO-PRODTDNDH3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/16,PRODHYPER,10Gb
phys-iftpz1,R720,,HZL-Z1-A2,Slot 2 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/14,IDMZHYPER,10Gb
phys-iftpz1,R720,,HZL-Z1-A2,Slot 2 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/14,IDMZHYPER,10Gb
phys-pumaz1,T5-2,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/13,WEBHYPER,10Gb
phys-pumaz1,T5-2,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/13,WEBHYPER,10Gb
phys-tigerz1,T5-2,,HZL-Z1-D2,Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/14,WEBHYPER,10Gb
phys-tigerz1,T5-2,,HZL-Z1-D2,Slot 3 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/14,WEBHYPER,10Gb
plantz1,X1-8,,HZL-Z1-B1,EM0.1 port 2,HZL-COLO-PRODTDNAGG2-SWA1,HZL-Z1-B1,E1/16,FEPC,10Gb
plantz1,X1-8,,HZL-Z1-B1,EM0.0 port 2,HZL-COLO-PRODTDNAGG2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/16,FEPC,10Gb
plantz1,X1-8,,HZL-Z1-B1,EM2.0 port 1,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/37,TPFUN,10Gb
plantz1,X1-8,,HZL-Z1-B1,EM2.0 port 2,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/37,TPFUN,10Gb
plantz1,X1-8,,HZL-Z1-B1,EM0.1 port 1,HZL-COLO-PRODTDNDH2-SWA1,HZL-Z1-B1,E1/12,PROD,10Gb
plantz1,X1-8,,HZL-Z1-B1,EM0.0 port 1,HZL-COLO-PRODTDNDH2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/12,PROD,10Gb
procstatz1,X5-8,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 4 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/15,EXT,10Gb
procstatz1,X5-8,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 4 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/15,EXT,10Gb
revolverz1,R720,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 2 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/16,EXT,10Gb
revolverz1,R720,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 2 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/16,EXT,10Gb
rtrepserverz1,X3-2L,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/15,PRODHYPER,10Gb
rtrepserverz1,X3-2L,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/15,PRODHYPER,10Gb
smiz1,R720,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 2 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/17,EXT,10Gb
smiz1,R720,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 2 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/17,EXT,10Gb
t1perfserverz1,X4-2L,,hzl-b1_01 cf030 (HZL-Z1-A1),Slot 3 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/18,PRODHYPER,10Gb
t1perfserverz1,X4-2L,,hzl-b1_01 cf030 (HZL-Z1-A1),Slot 3 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/18,PRODHYPER,10Gb
tdnchassisz1,BLC7000,,hzl-b1_01 cf030 (HZL-Z1-A1),<tbd>,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/19,CHASSIS,10Gb
tdnchassisz1,BLC7000,,hzl-b1_01 cf030 (HZL-Z1-A1),<tbd>,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/19,CHASSIS,10Gb
tdneodz1,T5-2,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/12,TKR,10Gb
tdneodz1,T5-2,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 7 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/12,TKR,10Gb
tdneodz1,T5-2,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/16,PRODHYPER,10Gb
tdneodz1,T5-2,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 7 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/16,PRODHYPER,10Gb
tdngatez1,R720,,HZL-Z1-A2,Slot 2 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/21,PRODPDNHYPER,10Gb
tdngatez1,R720,,HZL-Z1-A2,Slot 2 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/21,PRODPDNHYPER,10Gb
tdngatez3,R720,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 2 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/20,PRODPDNHYPER,10Gb
tdngatez3,R720,,hzl-b1_01 cf028 (HZL-Z1-A3),Slot 2 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/20,PRODPDNHYPER,10Gb
tdnirtappz1,R720,,hzl-b1_01 cf030 (HZL-Z1-A1),Slot 2 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/22,PROD,10Gb
tdnirtappz1,R720,,hzl-b1_01 cf030 (HZL-Z1-A1),Slot 2 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/22,PROD,10Gb
tdnvdiz1,X4-2L,,HZL-Z1-A2,Slot 5 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/23,EXT,10Gb
tdnvdiz1,X4-2L,,HZL-Z1-A2,Slot 3 Port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/30,VDITERM,10Gb
tdnvdiz1,X4-2L,,HZL-Z1-A2,Slot 5 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/23,EXT,10Gb
tdnvdiz1,X4-2L,,HZL-Z1-A2,Slot 3 Port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/30,VDITERM,10Gb
tffbz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 2 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/21,TKR,10Gb
tffbz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/21,TKR,10Gb
tffbz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/31,PROD,10Gb
tffbz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/31,PROD,10Gb
tffbz03,R620,,HZL-Z1-D2,Slot 2 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/22,TKR,10Gb
tffbz03,R620,,HZL-Z1-D2,Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/22,TKR,10Gb
tffbz03,R620,,HZL-Z1-D2,Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/32,PROD,10Gb
tffbz03,R620,,HZL-Z1-D2,Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/32,PROD,10Gb
tffz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 2 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/13,TKR,10Gb
tffz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/13,TKR,10Gb
tffz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/17,PROD,10Gb
tffz01,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/17,PROD,10Gb
tffz03,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 2 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/14,TKR,10Gb
tffz03,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/14,TKR,10Gb
tffz03,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/18,PROD,10Gb
tffz03,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/18,PROD,10Gb
ticksz1,R730xd,,HZL-Z1-D2,Slot 2 port 1,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/15,FUNDIST,10Gb
ticksz1,R730xd,,HZL-Z1-D2,Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/16,TKR,10Gb
ticksz1,R730xd,,HZL-Z1-D2,Slot 3 port 1,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/15,FUNDIST,10Gb
ticksz1,R730xd,,HZL-Z1-D2,Slot 4 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/16,TKR,10Gb
ticksz1,R730xd,,HZL-Z1-D2,Slot 4 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/19,PROD,10Gb
ticksz1,R730xd,,HZL-Z1-D2,Slot 2 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/19,PROD,10Gb
topz01,R620,,HZL-Z1-D2,Slot 2 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/17,TKR,10Gb
topz01,R620,,HZL-Z1-D2,Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/17,TKR,10Gb
topz01,R620,,HZL-Z1-D2,Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/20,PROD,10Gb
topz01,R620,,HZL-Z1-D2,Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/20,PROD,10Gb
topz03,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 2 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/18,TKR,10Gb
topz03,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/18,TKR,10Gb
topz03,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/21,PROD,10Gb
topz03,R620,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/21,PROD,10Gb
topz99,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 2 port 2,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/19,TKR,10Gb
topz99,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/19,TKR,10Gb
topz99,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/22,PROD,10Gb
topz99,R620,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/22,PROD,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 1 port 2,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/38,GTDL,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 8 port 1,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/39,LOG,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 1 port 1,HZL-COLO-PRODTDNAGG3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/40,TPFUN,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 7 port 2,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/38,GTDL,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 9 port 2,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/39,LOG,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 8 port 2,HZL-COLO-PRODTDNAGG3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/40,TPFUN,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 9 port 1,HZL-COLO-PRODTDNDH3-SWA1,hzl-b1_01 cf024 (HZL-Z1-C2),E1/17,PROD,10Gb
tplogz1,X4-4,,HZL-Z1-C3,Slot 7 port 1,HZL-COLO-PRODTDNDH3-SWA2,hzl-b1_01 cf022 (HZL-Z1-C4),E1/17,PROD,10Gb
vapdbserverz1,X4-2L,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/23,PRODHYPER,10Gb
vapdbserverz1,X4-2L,,hzl-b1_01 cj026 (HZL-Z1-D1),Slot 3 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/23,PRODHYPER,10Gb
venusz1,X2-4,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 9 port 1,HZL-COLO-PRODTDNAGG4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/20,TKR,10Gb
venusz1,X2-4,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 7 port 2,HZL-COLO-PRODTDNAGG4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/20,TKR,10Gb
venusz1,X2-4,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 7 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/24,PROD,10Gb
venusz1,X2-4,,hzl-b1_01 cj028 (HZL-Z1-D3),Slot 9 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/24,PROD,10Gb
webbondz1,DL380G8,,HZL-Z1-D2,Slot 2 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/29,WEB,10Gb
webbondz1,DL380G8,,HZL-Z1-D2,Slot 2 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/29,WEB,10Gb
websterz1,X3-2L,,HZL-Z1-D2,Slot 3 port 1,HZL-COLO-PRODTDNDH4-SWA1,hzl-b1_01 cj026 (HZL-Z1-D1),E1/30,PRODHYPER,10Gb
websterz1,X3-2L,,HZL-Z1-D2,Slot 3 port 2,HZL-COLO-PRODTDNDH4-SWA2,hzl-b1_01 cj028 (HZL-Z1-D3),E1/30,PRODHYPER,10Gb
wetlandsz1,DL380G8,,HZL-Z1-A2,Slot 2 port 1,HZL-COLO-PRODTDNDH1-SWA1,hzl-b1_01 cf030 (HZL-Z1-A1),E1/29,EXTHYPER,10Gb
wetlandsz1,DL380G8,,HZL-Z1-A2,Slot 2 port 2,HZL-COLO-PRODTDNDH1-SWA2,hzl-b1_01 cf028 (HZL-Z1-A3),E1/29,EXTHYPER,10Gb
System Name,Model Name,Serial Number,Cabinet Name,System Port Name,Switch Name,Switch Cabinet Name,Switch Port Name,Logical Net Group,Port Speed,
airstreamz2,X5-2L,,HZL-Z2-A2,Slot 3 port 1,HZL-COLO-PRODTDNDH5-SWA1,hzl-b1_01 cj023 (HZL-Z2-A1),E1/09,EXTHYPER,10Gb,
