FQDN System Name,IP Address,Network,Network Range,Broadcast Address,VLAN,VLAN number,Logical Net,Logical Interface,Network Scope,TOR switch used
fringeq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.98/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
fringeq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.201/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
galaxyq1.a.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.77/27,A.LIVETKR,10.179.12.64/27,10.179.12.95,HZL-COLO-MCE2-LIVETKR1-1,1511,TKR,TKR,Business Site,
galaxyq1.a.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.109/27,A.SITETKR,10.179.12.96/27,10.179.12.127,HZL-COLO-MCE2-UP4TKR1-2,1512,TKR,TKR,Business Site,
galaxyq1.b.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.141/27,B.LIVETKR,10.179.12.128/27,10.179.12.159,HZL-COLO-MCE2-LIVETKR2-1,1611,TKR,TKR,Business Site,
galaxyq1.b.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.173/27,B.SITETKR,10.179.12.160/27,10.179.12.191,HZL-COLO-MCE2-UP4TKR2-2,1612,TKR,TKR,Business Site,
galaxyq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.49/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
galaxyq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.110/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
galaxyq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.110/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
galaxyq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.110/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
greenq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.205/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,ARBI10,ARBI10,Business Silo,
greenq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.45/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
greenq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.15/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
greenq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.99/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
greenq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.79/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
greenq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.99/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
greenq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.99/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
greenq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.202/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
gsmrepq1.host.q1.tdnqa.hzl.ilx.com,10.53.34.36/27,HOST,10.53.34.32/27,10.53.34.63,HZLS-93COLO-TDNH1-A-HOST-1,2541,HOST,HOST,Business Site,YES
gsmrepq1.hostrep.q1.tdnqa.hzl.ilx.com,10.53.34.100/27,HOSTREP,10.53.34.96/27,10.53.34.127,HZLS-93COLO-TDNH1-A-HOSTREP-1,2543,HOST,HOST,Business Site,YES
gsmwebstg01q.webhost.q1.tdnqa.hzl.ilx.com,10.53.34.67/27,WEBHOST,10.53.34.64/27,10.53.34.95,HZLS-93COLO-TDNM1-A-HOSTWEB-1,2542,WEBHOST,WEBHOST,Business Site,YES
hunserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.22/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
hunstorageq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.78/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
hunstorageq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.78/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
hunstorageq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.78/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
icqfepq1.idmz.q1.tdnqa.hzl.ilx.com,10.53.34.1/27,IDMZ,10.53.34.0/27,10.53.34.31,HZLS-93COLO-TDNI1-A-NONJBO-1,2520,IDMZ,IDMZ,Business Site,YES
ilxftq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.1/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
ilxftq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.1/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
ilxftq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.1/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
incaserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.23/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
itcfepcq1a.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.28/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
itcfepcq1b.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.29/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
jetsonq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.9/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,WEBHYPER,Business Site,YES
marketq1.a.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.78/27,A.LIVETKR,10.179.12.64/27,10.179.12.95,HZL-COLO-MCE2-LIVETKR1-1,1511,TKR,TKR,Business Site,
marketq1.a.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.110/27,A.SITETKR,10.179.12.96/27,10.179.12.127,HZL-COLO-MCE2-UP4TKR1-2,1512,TKR,TKR,Business Site,
marketq1.b.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.142/27,B.LIVETKR,10.179.12.128/27,10.179.12.159,HZL-COLO-MCE2-LIVETKR2-1,1611,TKR,TKR,Business Site,
marketq1.b.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.174/27,B.SITETKR,10.179.12.160/27,10.179.12.191,HZL-COLO-MCE2-UP4TKR2-2,1612,TKR,TKR,Business Site,
marketq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.50/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
marketq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.111/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
marketq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.111/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
marketq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.111/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
monetq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.2/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
mountainq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.81/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
mountainq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.81/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
mountainq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.81/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
mountainq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.81/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
mountainq2.filer.q1.tdnqa.hzl.ilx.com,10.181.198.129/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
mountainq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.129/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
mountainq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.129/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
mountainq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.129/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
netsrvq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.10/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODPDNHYPER,Business Site,YES
netsrvq2.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.11/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODPDNHYPER,Business Site,YES
pfunq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.33/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
pfunq2.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.40/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
phys-iftpq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.34/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,IDMZHYPER,Business Site,YES
phys-pumaq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.26/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,WEBHYPER,Business Site,YES
phys-tigerq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.31/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,WEBHYPER,Business Site,YES
plantq1.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.153/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,FEPC,FEPC,Business Site,
plantq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.19/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
plantq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.67/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
plantq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.67/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
plantq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.67/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
plantq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.195/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
procstatq1.ext.q1.tdnqa.hzl.ilx.com,10.53.32.15/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,EXT,EXT,Business Site,YES
replayq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.194/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,ARBI10,ARBI10,Business Silo,
replayq1.a.arbi40.q1.tdnqa.hzl.ilx.com,10.179.12.2/27,A.ARBI40,10.179.12.0/27,10.179.12.31,HZL-COLO-MCE2-ARBI1-1,1700,ARBI40,ARBI40,Business Silo,
replayq1.a1.etg.q1.tdnqa.hzl.ilx.com,10.110.17.132/25,A1.ETG,10.110.17.128/25,10.110.17.255,PPE_ERB-Hash-LAN-A,817,ETG,ETG,Business Site,
replayq1.b1.etg.q1.tdnqa.hzl.ilx.com,10.110.18.132/25,B1.ETG,10.110.18.128/25,10.110.18.255,PPE_ERB-Hash-LAN-B,818,ETG,ETG,Business Site,
replayq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.85/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
replayq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.85/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
replayq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.85/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
revolverq1.ext.q1.tdnqa.hzl.ilx.com,10.53.32.9/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,EXT,EXT,Business Site,YES
revolverq2.ext.q1.tdnqa.hzl.ilx.com,10.53.32.13/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,EXT,EXT,Business Site,YES
rmdds2-q1.a.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.81/27,A.LIVETKR,10.179.12.64/27,10.179.12.95,HZL-COLO-MCE2-LIVETKR1-1,1511,TKR,TKR,Business Site,
rmdds2-q1.a.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.113/27,A.SITETKR,10.179.12.96/27,10.179.12.127,HZL-COLO-MCE2-UP4TKR1-2,1512,TKR,TKR,Business Site,
rmdds2-q1.b.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.145/27,B.LIVETKR,10.179.12.128/27,10.179.12.159,HZL-COLO-MCE2-LIVETKR2-1,1611,TKR,TKR,Business Site,
rmdds2-q1.b.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.177/27,B.SITETKR,10.179.12.160/27,10.179.12.191,HZL-COLO-MCE2-UP4TKR2-2,1612,TKR,TKR,Business Site,
rmdds2-q1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.126/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PRODPDN,Business Site,YES
rmdds2-q1.main.q1.tdnqa.hzl.ilx.com,10.181.196.126/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PRODPDN,Business Site,YES
rmdds2-q1.out.q1.tdnqa.hzl.ilx.com,10.53.30.125/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PRODPDN,Business Site,YES
rmdds2-q1.sec1.q1.tdnqa.hzl.ilx.com,10.53.35.15/27,SEC1,10.53.35.0/27,10.53.35.31,HZLS-93COLO-TDNM1-A-SECURE-1,2544,NETCOMMS,PRODPDN,Business Site,YES
rmdrs2-q1.a.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.82/27,A.LIVETKR,10.179.12.64/27,10.179.12.95,HZL-COLO-MCE2-LIVETKR1-1,1511,TKR,TKR,Business Site,
rmdrs2-q1.a.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.114/27,A.SITETKR,10.179.12.96/27,10.179.12.127,HZL-COLO-MCE2-UP4TKR1-2,1512,TKR,TKR,Business Site,
rmdrs2-q1.b.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.146/27,B.LIVETKR,10.179.12.128/27,10.179.12.159,HZL-COLO-MCE2-LIVETKR2-1,1611,TKR,TKR,Business Site,
rmdrs2-q1.b.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.178/27,B.SITETKR,10.179.12.160/27,10.179.12.191,HZL-COLO-MCE2-UP4TKR2-2,1612,TKR,TKR,Business Site,
rmdrs2-q1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.127/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PRODPDN,Business Site,YES
rmdrs2-q1.main.q1.tdnqa.hzl.ilx.com,10.181.196.127/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PRODPDN,Business Site,YES
rmdrs2-q1.out.q1.tdnqa.hzl.ilx.com,10.53.30.126/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PRODPDN,Business Site,YES
rmdrs2-q1.sec1.q1.tdnqa.hzl.ilx.com,10.53.35.16/27,SEC1,10.53.35.0/27,10.53.35.31,HZLS-93COLO-TDNM1-A-SECURE-1,2544,NETCOMMS,PRODPDN,Business Site,YES
rtrepserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.49/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
sbentq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.100/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
sbentq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.100/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
sbentq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.100/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
sbentq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.101/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
sbentq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.101/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
sbentq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.101/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
smiq1.ext.q1.tdnqa.hzl.ilx.com,10.53.32.4/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,EXT,EXT,Business Site,YES
splitterq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.32/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
symdbs01p.host.q1.tdnqa.hzl.ilx.com,10.53.34.35/27,HOST,10.53.34.32/27,10.53.34.63,HZLS-93COLO-TDNH1-A-HOST-1,2541,HOST,HOST,Business Site,YES
symdbs01p.hostrep.q1.tdnqa.hzl.ilx.com,10.53.34.99/27,HOSTREP,10.53.34.96/27,10.53.34.127,HZLS-93COLO-TDNH1-A-HOSTREP-1,2543,HOST,HOST,Business Site,YES
symloads01p.webhost.q1.tdnqa.hzl.ilx.com,10.53.34.66/27,WEBHOST,10.53.34.64/27,10.53.34.95,HZLS-93COLO-TDNM1-A-HOSTWEB-1,2542,WEBHOST,WEBHOST,Business Site,YES
t1perfserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.3/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
tdnchassisq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.5/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,CHASSIS,Business Site,YES
tdnchassisq2.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.6/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,CHASSIS,Business Site,YES
tdneodq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.19/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
tdngateq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.1/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODPDNHYPER,Business Site,YES
tdngateq2.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.36/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODPDNHYPER,Business Site,YES
tdnidashq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.18/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
tdnidashq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.18/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
tdnidashq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.18/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
tdnidashq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.19/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
tdnidashq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.19/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
tdnidashq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.19/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
tdnirtappq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.130/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
tdnirtappq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.130/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
tdnirtappq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.130/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
tdnnetappq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.10/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
tdnnetappq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.10/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
tdnnetappq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.10/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
tdnnetappq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.11/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
tdnnetappq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.11/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
tdnnetappq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.11/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
tdnvdiq1.ext.q1.tdnqa.hzl.ilx.com,10.53.32.16/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,EXT,EXT,Business Site,YES
tdnvdiq1.ext.q1.tdnqa.hzl.ilx.com,10.53.33.1/24,VDITERM,10.53.33.0/24,10.53.33.255, HZLS-93COLO-MGTM1-A-VDI-1,2530,VDITERM,VDITERM,Business Site,YES
tdnvdiq2.ext.q1.tdnqa.hzl.ilx.com,10.53.32.17/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,EXT,EXT,Business Site,YES
tdnvdiq2.ext.q1.tdnqa.hzl.ilx.com,10.53.33.2/24,VDITERM,10.53.33.0/24,10.53.33.255, HZLS-93COLO-MGTM1-A-VDI-1,2530,VDITERM,VDITERM,Business Site,YES
tdnwccq1a.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.20/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
tdnwccq1a.main.q1.tdnqa.hzl.ilx.com,10.181.196.20/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
tdnwccq1a.out.q1.tdnqa.hzl.ilx.com,10.53.30.20/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
